Survived,Pclass(1),Pclass(2),Pclass(3),Name('Mr'),Name('Mrs'),Name('Miss'),Name('Master'),Name('Other'),Sex,Age,Siblings/Spouses Aboard,Parents/Children Aboard,Fare
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.3010299956639812,0.0,0.04600427124062826
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.201421514396061,0.3010299956639812,0.0,0.47500386940966266
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.08198612321531602,0.0,0.0,0.050526523393244135
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.13056960499321676,0.3010299956639812,0.0,0.3531824359775734
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.13056960499321676,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.0,0.05409943757545161
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.5792983645445637,0.0,0.0,0.34489164036444425
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.64880139843807,0.6020599913279624,0.3010299956639812,0.1386266949590201
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.058368820081034604,0.0,0.47712125471966244,0.07202095536544786
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.36539376082669306,0.3010299956639812,0.0,0.19889525186939327
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.6015667921695073,0.3010299956639812,0.3010299956639812,0.10931580137725053
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.6737675770816894,0.0,0.0,0.1753071846413489
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.22368994202100453,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.22503881753034244,0.3010299956639812,0.7781512503836436,0.20696294970966
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.36539376082669306,0.0,0.0,0.05005218938968087
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.6029156676788451,0.0,0.0,0.1046260584041674
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.64880139843807,0.6989700043360189,0.3010299956639812,0.1925587391494761
1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.15283803261816029,0.0,0.0,0.08452715994809684
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.03610039245609108,0.3010299956639812,0.0,0.11802532404154777
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.1764553357524417,0.0,0.0,0.045836780420161004
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.13056960499321676,0.0,0.0,0.17162238659106926
1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.10695230185893533,0.0,0.0,0.08452715994809684
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.3417764576924116,0.0,0.0,0.05122462513295165
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.23526889836862608
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.5070975796323816,0.6020599913279624,0.3010299956639812,0.1386266949590201
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.201421514396061,0.3010299956639812,0.7781512503836436,0.20771665840176265
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.08198612321531602,0.0,0.0,0.045836780420161004
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.6020599913279624,0.47712125471966244,1.7594353646206442
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.12922072948387886,0.0,0.0,0.050219680210148124
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.15283803261816029,0.0,0.0,0.050330894114938386
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.24865612066462384,0.0,0.0,0.18315111474547136
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.4375945457388752,0.3010299956639812,0.0,0.9790674936058658
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.27092454828956736,0.0,0.0,0.04935408764997335
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.8627060021559408,0.0,0.0,0.06777807790137137
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.3010299956639812,0.0,0.5479461217231522
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.2958907269331867,0.3010299956639812,0.0,0.34581283987701417
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.27092454828956736,0.0,0.0,0.0458649188779995
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.27092454828956736,0.47712125471966244,0.0,0.11802532404154777
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.36539376082669306,0.3010299956639812,0.0,0.07274719556299389
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.24865612066462384,0.3010299956639812,0.0,0.06091095426221393
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.058368820081034604,0.3010299956639812,0.0,0.13812422249761833
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.6251840953037887,0.3010299956639812,0.47712125471966244,0.27599730620000745
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.24730724515528596,0.0,0.0,0.050219680210148124
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.22368994202100453,0.3010299956639812,0.0,0.10127624199482231
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.058368820081034604,0.0,0.0,0.04935408764997335
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3181591545581302,0.47712125471966244,0.0,0.14267461310807272
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.27092454828956736,0.3010299956639812,0.0,0.11668539747780973
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.530714882766663,0.6989700043360189,0.3010299956639812,0.2633236107968912
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.04968906929090786
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.46121184887315664,0.3010299956639812,0.0,0.5114893997769676
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.011134213812471764,0.3010299956639812,0.0,0.17162238659106926
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.8390886990216594,0.0,0.3010299956639812,0.4126698157012873
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3903599394703124,0.0,0.0,0.23526889836862608
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.2000726388867231,0.0,0.0,0.06777807790137137
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.022942865379612473,0.0,0.0,0.0458649188779995
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.5779494890352258,0.3010299956639812,0.47712125471966244,0.1833467440237771
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.4362456702295373,0.7781512503836436,0.47712125471966244,0.3116447125016942
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.0458649188779995
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.201421514396061,0.0,0.0,0.5334025588003395
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.36674263633603094,0.3010299956639812,0.0,0.5566837828452879
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.6015667921695073,0.6020599913279624,0.47712125471966244,0.18435168894658063
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.8154713958873779,0.0,0.0,0.18315111474547136
1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.530714882766663,0.3010299956639812,0.3010299956639812,0.09957319533231127
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.011134213812471764,0.0,0.0,0.06777807790137137
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.05208954772984456
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.2945418514238488,0.6989700043360189,0.47712125471966244,0.050526523393244135
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.08198612321531602,0.47712125471966244,0.0,0.055467502597028144
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.059717695590372495,0.0,0.0,0.06777807790137137
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.3181591545581302,0.7781512503836436,0.47712125471966244,0.3116447125016942
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.4898549454788532
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.08198612321531602,0.3010299956639812,0.0,0.09426976599303612
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.059717695590372495,0.0,0.0,0.3759330491032815
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.10560342634959743,0.0,0.0,0.048684124368104334
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.15283803261816029,0.0,0.0,0.050330894114938386
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.051363977495580415
1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-0.6764336431051794,0.0,0.47712125471966244,0.19172128504713984
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.012483089321809655,0.0,0.0,0.0810098527182845
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.057728628673336085
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.0,0.0,0.06107844508268118
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0.03610039245609108,0.0,0.0,0.049605323880674235
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.3129846390654323
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.2945418514238488,0.0,0.0,0.06777807790137137
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.08333499872465391,0.6020599913279624,0.0,0.10362111348136388
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3181591545581302,0.3010299956639812,0.6020599913279624,0.2277318114475996
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.22368994202100453,0.0,0.0,0.051363977495580415
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.15283803261816029,0.6020599913279624,0.47712125471966244,1.7594353646206442
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.12922072948387886,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.22368994202100453,0.0,0.0,0.05005218938968087
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.3903599394703124,0.3010299956639812,0.0,0.4072819709884966
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.08198612321531602,0.3010299956639812,0.47712125471966244,0.135276878549675
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.6973848802159708,0.0,0.0,0.04600427124062826
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.051363977495580415
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.9807925178273479,0.0,0.0,0.22960234893057793
1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.15283803261816029,0.0,0.3010299956639812,0.42190927932154293
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.10695230185893533,0.0,0.3010299956639812,0.15152348813499872
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.10695230185893533,0.3010299956639812,0.0,0.17162238659106926
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.034751516946753186,0.0,0.0,0.050330894114938386
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.0,0.0,0.050330894114938386
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.3010299956639812,0.5152298047796423
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.08333499872465391,0.0,0.0,0.055411895644633016
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.1778042112617796,0.47712125471966244,0.0,0.050526523393244135
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.050330894114938386
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.2000726388867231,0.0,0.0,0.048684124368104334
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.0,0.0,0.04952157847044061
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.201421514396061,0.0,0.0,0.050330894114938386
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.034751516946753186,0.3010299956639812,0.0,0.1592280658764924
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.4139772426045938,0.0,0.0,0.34581283987701417
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.35358510925955233,0.3010299956639812,0.0,0.09426976599303612
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.1764553357524417,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.22368994202100453,0.3010299956639812,0.0,0.06325582574875549
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.2945418514238488,0.0,0.0,0.09429723448759274
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.050526523393244135
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.9689838662602072,0.0,0.0,0.04935408764997335
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.011134213812471764,0.3010299956639812,0.0,0.13812422249761833
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.12922072948387886,0.0,0.3010299956639812,1.6557304082935749
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.64880139843807,0.6989700043360189,0.47712125471966244,0.20696294970966
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.47712125471966244,0.0,0.4898549454788532
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.051363977495580415
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0715263471575132,0.3010299956639812,0.0,0.19889525186939327
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0715263471575132,0.0,0.0,0.08452715994809684
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.5792983645445637,0.0,0.3010299956639812,0.5152298047796423
1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.4126283670952559,0.3010299956639812,0.0,0.07274719556299389
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.04935408764997335
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.12922072948387886,0.0,0.0,0.045278701006364115
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.64880139843807,0.3010299956639812,0.3010299956639812,0.1472243337552452
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.36674263633603094,0.0,0.0,0.04416187221548845
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.08333499872465391,0.0,0.0,0.050330894114938386
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.22368994202100453,0.0,0.0,0.04466434467689022
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.4139772426045938,0.3010299956639812,0.0,0.09457660917613213
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.011134213812471764,0.3010299956639812,0.0,0.17162238659106926
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.10560342634959743,0.0,0.0,0.08452715994809684
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.15283803261816029,0.0,0.0,0.09823326876857323
1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-0.24730724515528596,0.0,0.47712125471966244,0.17352039256860421
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.1778042112617796,0.3010299956639812,0.0,0.3531824359775734
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.3181591545581302,0.0,0.0,0.05918043910514625
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.12922072948387886,0.0,0.0,0.5280428525453873
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.24865612066462384,0.0,0.47712125471966244,0.09957319533231127
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.1764553357524417,0.0,0.0,0.04935408764997335
1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,-0.12922072948387886,0.3010299956639812,0.0,0.10362111348136388
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.0,0.0,0.04265445483128316
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.27092454828956736,0.0,0.0,0.07447771072006155
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,-0.24730724515528596,0.3010299956639812,0.3010299956639812,0.2436434393919888
1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.0,0.04966093083306936
0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.48348027649810016,0.47712125471966244,0.47712125471966244,0.2277318114475996
0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.1659955596946389,0.0,0.47712125471966244,0.17162238659106926
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.2958907269331867,0.0,0.0,0.08452715994809684
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.5084464551417195,0.0,0.0,0.081344834359219
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,-0.1764553357524417,0.3010299956639812,0.0,0.44362747902989086
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.6147243192459858,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.26046477223176456,0.0,0.47712125471966244,0.09457660917613213
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.058368820081034604,0.0,0.0,0.04642299829179639
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.5084464551417195,0.0,0.3010299956639812,0.40865003601007316
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.3181591545581302,0.0,0.0,0.04924220378190122
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.012483089321809655,0.0,0.0,0.051363977495580415
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.1778042112617796,0.0,0.0,0.055467502597028144
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.5779494890352258,0.9542425094393249,0.47712125471966244,0.463391395845027
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.34312533320174954,0.0,0.3010299956639812,0.10529602168603644
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.24865612066462384,0.0,0.0,0.10295115019949486
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.08198612321531602,0.0,0.0,0.04952157847044061
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2945418514238488,0.0,0.0,0.055467502597028144
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.6724187015723515,0.6989700043360189,0.3010299956639812,0.2633236107968912
1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.48348027649810016,0.0,0.47712125471966244,0.13494189690874048
1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0.4375945457388752,0.0,0.3010299956639812,0.3659117383330847
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,0.36674263633603094,0.3010299956639812,0.6989700043360189,0.18435168894658063
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.7210021833502522,0.0,0.0,0.1711199141296675
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.034751516946753186,0.0,0.0,0.3759330491032815
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.7446194864845337,0.0,0.0,0.2218696327312457
0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,-0.6015667921695073,0.6989700043360189,0.3010299956639812,0.1925587391494761
1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,-0.6724187015723515,0.3010299956639812,0.3010299956639812,0.07202095536544786
0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,-0.2000726388867231,0.0,0.0,0.050526523393244135
0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.6265329708131265,0.0,0.0,0.20308252238107466
